20,11,18,15,55,4,354647,191,346,235,354,175,377
20,11,18,15,55,4,383913,189,347,174,381,209,335
20,11,18,15,55,4,416009,142,359,112,386,174,348
20,11,18,15,55,4,457234,142,359,112,386,174,348
20,11,18,15,55,4,488317,132,359,153,320,108,386
20,11,18,15,55,4,516746,132,360,154,330,113,383
20,11,18,15,55,4,554021,133,359,155,329,116,379
20,11,18,15,55,4,587569,135,360,156,327,117,376
20,11,18,15,55,4,620238,131,346,166,358,127,310
20,11,18,15,55,4,650386,131,346,166,358,127,310
20,11,18,15,55,4,683478,128,333,156,362,129,303
20,11,18,15,55,4,712961,128,329,148,361,132,295
20,11,18,15,55,4,746960,128,327,143,360,136,290
20,11,18,15,55,4,776277,136,309,165,300,128,317
20,11,18,15,55,4,822424,139,306,131,345,168,297
20,11,18,15,55,4,846743,139,306,131,345,168,297
20,11,18,15,55,4,875484,141,303,173,291,130,308
20,11,18,15,55,4,924303,144,301,181,285,132,309
20,11,18,15,55,4,955587,148,299,185,282,136,307
20,11,18,15,55,4,985093,155,295,190,279,142,305
20,11,18,15,55,5,9571,164,292,196,278,142,306
20,11,18,15,55,5,50057,164,292,196,278,142,306
20,11,18,15,55,5,82286,169,290,201,275,147,302
20,11,18,15,55,5,109549,172,287,144,305,208,273
20,11,18,15,55,5,149466,174,286,215,273,156,295
20,11,18,15,55,5,179382,183,283,215,272,168,289
20,11,18,15,55,5,212448,183,284,214,272,169,289
20,11,18,15,55,5,250025,183,284,214,272,169,289
20,11,18,15,55,5,284129,181,285,209,274,168,290
20,11,18,15,55,5,312516,179,285,204,274,165,292
20,11,18,15,55,5,342238,178,285,149,301,204,273
20,11,18,15,55,5,375143,177,285,148,302,206,271
20,11,18,15,55,5,422498,177,285,149,302,209,272
20,11,18,15,55,5,453902,177,285,149,302,209,272
20,11,18,15,55,5,482986,178,285,213,273,151,302
20,11,18,15,55,5,524463,183,284,220,275,162,296
20,11,18,15,55,5,546145,188,283,226,273,157,298
20,11,18,15,55,5,585302,200,280,234,271,174,288
20,11,18,15,55,5,614309,205,278,243,269,174,287
20,11,18,15,55,5,647438,205,278,243,269,175,288
20,11,18,15,55,5,678638,214,277,249,267,184,281
20,11,18,15,55,5,710938,219,278,181,277,249,263
20,11,18,15,55,5,751820,224,277,181,277,249,258
20,11,18,15,55,5,781501,225,276,187,281,248,251
20,11,18,15,55,5,810552,228,272,190,283,254,245
20,11,18,15,55,5,844316,228,272,189,283,254,245
20,11,18,15,55,5,882324,232,268,192,283,261,237
20,11,18,15,55,5,913102,243,258,214,277,268,233
20,11,18,15,55,5,943124,248,253,211,277,274,228
20,11,18,15,55,5,978164,253,248,221,277,283,228
20,11,18,15,55,6,14099,256,246,223,277,290,226
20,11,18,15,55,6,48988,256,246,223,277,290,226
20,11,18,15,55,6,80613,264,242,234,265,295,224
20,11,18,15,55,6,114660,268,242,233,260,300,225
20,11,18,15,55,6,146003,272,239,240,258,302,225
20,11,18,15,55,6,177777,272,238,236,264,305,221
20,11,18,15,55,6,215863,275,236,236,264,306,218
20,11,18,15,55,6,257118,275,236,236,264,306,218
20,11,18,15,55,6,288395,277,235,244,257,306,218
20,11,18,15,55,6,310870,278,235,243,261,305,217
20,11,18,15,55,6,357831,278,235,236,269,305,218
20,11,18,15,55,6,387690,276,236,244,263,304,218
20,11,18,15,55,6,419754,278,235,246,261,299,212
20,11,18,15,55,6,448036,278,235,246,261,299,212
20,11,18,15,55,6,480546,279,231,295,193,267,243
20,11,18,15,55,6,514824,289,212,295,175,271,231
20,11,18,15,55,6,544215,294,192,274,225,293,151
20,11,18,15,55,6,585751,295,174,290,126,295,201
20,11,18,15,55,6,615993,294,133,302,190,279,103
20,11,18,15,55,6,645257,294,133,302,190,279,103
20,11,18,15,55,6,674624,294,126,264,81,295,162
20,11,18,15,55,6,723452,277,93,294,139,250,66
20,11,18,15,55,6,746442,265,78,224,61,286,110
20,11,18,15,55,6,782112,238,67,281,99,202,60
20,11,18,15,55,6,807812,216,66,177,64,242,68
20,11,18,15,55,6,849767,216,66,177,64,242,68
20,11,18,15,55,6,887327,202,66,156,70,230,59
20,11,18,15,55,6,918266,165,70,215,58,133,69
20,11,18,15,55,6,957311,155,71,110,66,184,66
20,11,18,15,55,6,981975,137,74,173,72,106,64
20,11,18,15,55,7,18544,135,75,175,78,105,59
20,11,18,15,55,7,49481,135,75,175,78,105,59
20,11,18,15,55,7,93651,134,75,176,80,105,59
20,11,18,15,55,7,112767,135,76,181,81,109,62
20,11,18,15,55,7,144352,135,74,173,80,111,73
20,11,18,15,55,7,191938,129,75,117,96,152,73
20,11,18,15,55,7,223179,131,79,120,106,150,69
20,11,18,15,55,7,252868,130,80,120,106,150,69
20,11,18,15,55,7,284164,128,82,154,63,120,112
20,11,18,15,55,7,315708,122,97,140,62,129,131
20,11,18,15,55,7,354808,123,103,134,64,129,136
20,11,18,15,55,7,376384,123,107,124,71,129,140
20,11,18,15,55,7,407673,123,111,131,69,130,143
20,11,18,15,55,7,447775,123,111,131,69,129,144
20,11,18,15,55,7,477892,122,117,133,74,132,152
20,11,18,15,55,7,517470,124,122,127,79,130,160
20,11,18,15,55,7,551391,124,131,127,168,120,102
20,11,18,15,55,7,581822,124,145,127,180,124,111
20,11,18,15,55,7,609671,124,161,126,113,127,193
20,11,18,15,55,7,640024,124,161,126,113,128,192
20,11,18,15,55,7,680310,125,166,128,203,124,137
20,11,18,15,55,7,718872,124,175,131,212,129,140
20,11,18,15,55,7,741825,124,185,133,137,134,218
20,11,18,15,55,7,786843,126,193,130,145,136,227
20,11,18,15,55,7,816213,127,202,126,160,140,234
20,11,18,15,55,7,844238,127,202,127,160,140,234
20,11,18,15,55,7,874134,127,209,129,166,147,239
20,11,18,15,55,7,917434,129,215,129,171,154,242
20,11,18,15,55,7,945540,134,221,125,179,157,248
20,11,18,15,55,7,976809,137,232,118,184,139,257
20,11,18,15,55,8,24885,136,235,118,186,133,267
20,11,18,15,55,8,49124,136,235,118,186,133,267
20,11,18,15,55,8,82719,134,352,102,356,150,339
20,11,18,15,55,8,109218,116,352,152,346,101,353
20,11,18,15,55,8,158172,118,347,169,341,103,349
20,11,18,15,55,8,187382,132,345,171,338,105,345
20,11,18,15,55,8,208710,130,344,171,336,110,333
20,11,18,15,55,8,257310,130,344,171,336,110,333
20,11,18,15,55,8,280465,130,345,169,342,107,338
20,11,18,15,55,8,311154,128,344,169,342,110,332
20,11,18,15,55,8,350087,130,343,171,340,119,323
20,11,18,15,55,8,383957,131,342,170,342,123,310
20,11,18,15,55,8,419711,128,330,158,351,122,293
20,11,18,15,55,8,446887,128,330,158,351,122,293
20,11,18,15,55,8,474864,130,307,133,340,125,275
20,11,18,15,55,8,523335,132,297,120,268,131,317
20,11,18,15,55,8,554231,129,278,112,255,131,300
20,11,18,15,55,8,583961,131,269,107,257,137,286
20,11,18,15,55,8,623825,131,266,98,259,141,283
20,11,18,15,55,8,655208,132,266,98,259,141,284
20,11,18,15,55,8,686494,107,260,139,273,91,259
20,11,18,15,55,8,707872,107,259,134,261,89,256
20,11,18,15,55,8,750091,118,257,158,271,92,256
20,11,18,15,55,8,782184,111,253,156,270,95,251
20,11,18,15,55,8,810071,112,253,158,272,94,251
20,11,18,15,55,8,848127,112,253,158,272,94,251
20,11,18,15,55,8,883349,121,255,157,271,93,251
20,11,18,15,55,8,919872,110,254,157,271,91,252
20,11,18,15,55,8,951278,109,254,157,272,91,252
20,11,18,15,55,8,990676,109,254,157,272,90,253
20,11,18,15,55,9,15152,109,254,153,268,91,250
20,11,18,15,55,9,43001,109,254,153,268,91,250
20,11,18,15,55,9,77035,109,252,156,271,91,250
20,11,18,15,55,9,113161,111,252,157,272,94,248
20,11,18,15,55,9,147499,112,251,156,271,97,244
20,11,18,15,55,9,176445,123,255,155,270,100,241
20,11,18,15,55,9,224575,122,253,157,273,105,231
20,11,18,15,55,9,255745,122,253,157,273,105,231
20,11,18,15,55,9,277310,122,251,156,272,114,225
20,11,18,15,55,9,307855,128,245,158,271,123,209
20,11,18,15,55,9,357584,128,238,154,266,124,200
20,11,18,15,55,9,379861,125,224,150,262,125,193
20,11,18,15,55,9,409479,125,216,139,255,129,184
20,11,18,15,55,9,459216,125,216,139,255,129,184
20,11,18,15,55,9,480046,127,208,140,255,128,177
20,11,18,15,55,9,514562,127,208,132,249,121,173
20,11,18,15,55,9,543403,125,202,133,247,117,172
20,11,18,15,55,9,591222,125,200,132,244,117,173
20,11,18,15,55,9,622428,127,200,132,244,115,174
20,11,18,15,55,9,652166,127,200,132,244,115,174
20,11,18,15,55,9,677573,127,200,133,244,110,176
20,11,18,15,55,9,719633,127,199,134,244,103,177
20,11,18,15,55,9,747761,127,199,135,245,99,177
20,11,18,15,55,9,778503,126,198,135,241,99,175
20,11,18,15,55,9,811308,125,196,134,237,95,176
20,11,18,15,55,9,850276,122,193,134,237,95,176
20,11,18,15,55,9,881101,121,192,135,233,93,175
20,11,18,15,55,9,909035,121,192,91,174,130,207
20,11,18,15,55,9,954999,121,190,140,226,91,172
20,11,18,15,55,9,988719,122,189,140,225,91,169
20,11,18,15,55,10,19531,107,176,140,222,90,167
20,11,18,15,55,10,49937,107,176,140,222,90,167
20,11,18,15,55,10,95908,106,174,139,220,89,165
20,11,18,15,55,10,116308,119,180,141,223,89,164
20,11,18,15,55,10,143450,108,173,141,223,91,165
20,11,18,15,55,10,186437,123,185,141,224,94,166
20,11,18,15,55,10,222632,123,186,140,223,96,168
20,11,18,15,55,10,252816,123,186,140,223,96,168
20,11,18,15,55,10,283398,120,183,141,225,100,168
20,11,18,15,55,10,323153,124,188,141,227,106,165
20,11,18,15,55,10,354681,125,189,141,228,110,163
20,11,18,15,55,10,379395,125,189,141,229,115,160
20,11,18,15,55,10,409084,124,188,141,230,121,158
20,11,18,15,55,10,446853,124,188,140,229,121,158
20,11,18,15,55,10,477507,125,187,140,229,126,156
20,11,18,15,55,10,516484,127,185,141,229,136,153
20,11,18,15,55,10,556976,128,177,140,215,146,140
20,11,18,15,55,10,582258,134,155,138,203,152,127
20,11,18,15,55,10,612581,141,139,131,187,159,112
20,11,18,15,55,10,641719,141,139,131,188,159,112
20,11,18,15,55,10,681625,144,133,127,171,169,98
20,11,18,15,55,10,711351,153,113,128,158,173,89
20,11,18,15,55,10,751437,158,105,130,143,174,81
20,11,18,15,55,10,793853,159,100,132,138,178,73
20,11,18,15,55,10,812790,162,86,141,118,178,61
20,11,18,15,55,10,843470,162,86,141,118,178,61
20,11,18,15,55,10,873826,165,79,150,114,183,60
20,11,18,15,55,10,923523,166,79,147,125,187,60
20,11,18,15,55,10,955430,168,78,147,124,197,62
20,11,18,15,55,10,984794,171,77,149,117,204,61
20,11,18,15,55,11,23993,179,71,150,113,209,60
20,11,18,15,55,11,59102,178,71,150,113,209,60
20,11,18,15,55,11,86364,181,70,150,109,209,60
20,11,18,15,55,11,108900,182,72,149,100,206,56
20,11,18,15,55,11,149046,182,74,148,104,201,54
20,11,18,15,55,11,178471,181,74,147,114,194,48
20,11,18,15,55,11,210439,181,73,148,115,190,45
20,11,18,15,55,11,242182,181,72,150,106,190,45
20,11,18,15,55,11,280095,181,71,150,108,187,43
20,11,18,15,55,11,320526,180,74,150,108,182,43
20,11,18,15,55,11,351154,181,74,149,109,177,45
20,11,18,15,55,11,390661,179,76,152,106,166,46
20,11,18,15,55,11,412876,177,74,155,109,161,49
20,11,18,15,55,11,443899,177,74,155,109,161,49
20,11,18,15,55,11,482096,175,74,160,111,156,55
20,11,18,15,55,11,522216,171,72,161,113,145,58
20,11,18,15,55,11,547389,161,69,165,111,134,62
20,11,18,15,55,11,575395,152,68,174,93,126,62
20,11,18,15,55,11,617815,149,70,179,96,119,62
20,11,18,15,55,11,649288,149,70,179,96,119,62
20,11,18,15,55,11,687364,145,71,181,103,116,63
20,11,18,15,55,11,715961,142,71,182,101,116,61
20,11,18,15,55,11,746905,139,71,181,99,116,61
20,11,18,15,55,11,778644,140,71,181,99,116,62
20,11,18,15,55,11,808938,139,71,181,100,116,60
20,11,18,15,55,11,858734,139,71,181,100,116,60
20,11,18,15,55,11,887034,138,71,179,96,115,65
20,11,18,15,55,11,919531,138,71,115,90,154,78
20,11,18,15,55,11,950040,127,76,119,107,149,87
20,11,18,15,55,11,989179,126,85,120,131,144,74
20,11,18,15,55,12,15109,123,108,123,154,130,83
20,11,18,15,55,12,51658,123,108,123,154,130,83
20,11,18,15,55,12,89906,124,139,125,175,128,106
20,11,18,15,55,12,106793,126,145,127,194,130,112
20,11,18,15,55,12,149401,125,172,133,202,124,144
20,11,18,15,55,12,177156,125,178,134,143,144,207
20,11,18,15,55,12,207857,126,181,133,141,146,209
20,11,18,15,55,12,248441,126,181,133,141,146,209
20,11,18,15,55,12,279010,126,181,131,140,146,209
20,11,18,15,55,12,312732,126,181,130,139,146,208
20,11,18,15,55,12,349934,126,181,131,136,146,208
20,11,18,15,55,12,388374,126,181,133,134,146,208
20,11,18,15,55,12,420017,164,368,194,371,150,353
20,11,18,15,55,12,450992,164,368,194,371,150,353
20,11,18,15,55,12,489269,172,366,169,332,206,366
20,11,18,15,55,12,521403,182,366,157,346,216,366
20,11,18,15,55,12,553119,193,366,156,347,226,366
20,11,18,15,55,12,575432,206,365,157,351,239,366
20,11,18,15,55,12,613741,219,365,184,363,253,365
20,11,18,15,55,12,645651,219,365,184,363,253,365
20,11,18,15,55,12,676504,228,365,268,361,197,360
20,11,18,15,55,12,717883,247,363,207,363,278,360
20,11,18,15,55,12,746634,254,362,291,361,226,362
20,11,18,15,55,12,790169,291,364,240,363,318,362
20,11,18,15,55,12,816790,298,364,251,366,330,362
20,11,18,15,55,12,858122,298,364,251,366,330,362
20,11,18,15,55,12,887949,345,363,311,361,378,364
20,11,18,15,55,12,917158,405,361,358,359,430,365
20,11,18,15,55,12,939218,408,362,351,353,430,366
20,11,18,15,55,12,988209,408,363,352,355,430,366
20,11,18,15,55,13,13754,408,363,352,355,430,366
20,11,18,15,55,13,43069,408,363,352,355,430,366
20,11,18,15,55,13,98351,406,362,372,360,430,357
20,11,18,15,55,13,112644,410,362,359,356,429,348
20,11,18,15,55,13,143599,414,360,368,361,425,335
20,11,18,15,55,13,172969,419,357,370,361,426,329
20,11,18,15,55,13,222309,424,351,396,368,425,324
20,11,18,15,55,13,253703,424,351,395,368,424,324
20,11,18,15,55,13,284579,426,342,401,366,418,310
20,11,18,15,55,13,324232,423,333,414,302,424,347
20,11,18,15,55,13,354744,424,324,415,286,426,334
20,11,18,15,55,13,387061,425,283,422,245,421,312
20,11,18,15,55,13,417280,423,247,425,205,425,271
20,11,18,15,55,13,458001,423,247,425,205,425,271
20,11,18,15,55,13,482308,423,197,424,241,420,163
20,11,18,15,55,13,511933,423,173,418,206,426,140
20,11,18,15,55,13,551358,423,154,415,205,421,119
20,11,18,15,55,13,589256,422,134,418,189,422,104
20,11,18,15,55,13,620148,421,123,418,173,424,88
20,11,18,15,55,13,640548,421,123,418,173,424,88
20,11,18,15,55,13,690793,423,105,417,152,424,76
20,11,18,15,55,13,721396,424,78,418,130,417,57
20,11,18,15,55,13,751063,423,78,404,58,423,103
20,11,18,15,55,13,796391,422,77,397,58,427,99
20,11,18,15,55,13,812206,421,74,390,58,429,106
20,11,18,15,55,13,853552,421,74,390,58,429,106
20,11,18,15,55,13,885063,418,66,385,59,430,91
20,11,18,15,55,13,924567,414,61,379,63,430,76
20,11,18,15,55,13,954285,406,62,372,68,423,64
20,11,18,15,55,13,984341,397,61,357,66,416,62
20,11,18,15,55,14,8861,377,62,340,62,410,65
20,11,18,15,55,14,46153,377,62,340,62,410,65
20,11,18,15,55,14,81025,372,63,335,60,396,63
20,11,18,15,55,14,107924,369,63,403,69,332,60
20,11,18,15,55,14,155489,367,61,331,58,399,67
20,11,18,15,55,14,178370,363,60,398,65,330,58
20,11,18,15,55,14,209470,360,62,398,65,333,58
20,11,18,15,55,14,239744,360,62,398,64,333,58
20,11,18,15,55,14,285635,362,62,399,65,337,57
20,11,18,15,55,14,313069,363,62,399,65,343,54
20,11,18,15,55,14,344583,364,61,399,65,345,47
20,11,18,15,55,14,382407,363,60,398,65,346,41
20,11,18,15,55,14,420354,362,60,399,66,347,38
20,11,18,15,55,14,452025,362,60,399,66,347,38
20,11,18,15,55,14,482814,362,60,397,65,347,38
20,11,18,15,55,14,521268,362,60,398,65,349,35
20,11,18,15,55,14,546710,363,60,400,66,345,43
20,11,18,15,55,14,575376,364,59,393,63,355,34
20,11,18,15,55,14,619336,362,43,394,69,361,29
20,11,18,15,55,14,654984,362,43,394,69,361,29
20,11,18,15,55,14,676219,363,43,390,70,366,28
20,11,18,15,55,14,707267,362,44,396,70,360,31
20,11,18,15,55,14,747016,362,44,357,76,367,32
20,11,18,15,55,14,780036,362,45,397,70,353,37
20,11,18,15,55,14,811293,363,49,399,70,353,41
20,11,18,15,55,14,849833,363,49,400,70,353,41
20,11,18,15,55,14,881775,363,52,396,69,354,40
20,11,18,15,55,14,919286,365,58,396,69,351,40
20,11,18,15,55,14,949377,365,58,396,69,345,48
20,11,18,15,55,14,990232,365,59,397,69,342,55
20,11,18,15,55,15,12150,364,61,394,67,340,66
20,11,18,15,55,15,42297,364,61,394,67,339,63
20,11,18,15,55,15,82835,363,62,336,71,382,62
20,11,18,15,55,15,107647,362,63,393,62,334,75
20,11,18,15,55,15,155957,359,64,331,76,378,60
20,11,18,15,55,15,186502,358,65,393,62,327,78
20,11,18,15,55,15,216879,355,67,325,79,373,61
20,11,18,15,55,15,247818,355,67,325,79,373,61
20,11,18,15,55,15,281938,351,68,319,79,371,62
20,11,18,15,55,15,318234,348,67,312,84,375,65
20,11,18,15,55,15,348109,338,71,303,95,374,67
20,11,18,15,55,15,388788,328,77,290,106,352,64
20,11,18,15,55,15,419552,283,112,312,83,256,143
20,11,18,15,55,15,444118,283,112,312,83,256,143
20,11,18,15,55,15,484542,250,152,278,122,217,177
20,11,18,15,55,15,520368,243,158,275,128,213,179
20,11,18,15,55,15,552553,239,159,271,134,208,181
20,11,18,15,55,15,575515,231,163,271,135,203,184
20,11,18,15,55,15,613810,224,169,265,139,197,189
20,11,18,15,55,15,646785,224,169,265,139,197,189
20,11,18,15,55,15,677592,220,173,257,142,188,196
20,11,18,15,55,15,725783,216,176,251,148,181,200
20,11,18,15,55,15,748658,209,179,247,154,176,202
20,11,18,15,55,15,781789,201,184,239,158,176,203
20,11,18,15,55,15,806283,202,185,238,157,181,205
20,11,18,15,55,15,856242,202,185,238,157,181,206
20,11,18,15,55,15,886612,203,185,244,154,188,209
20,11,18,15,55,15,917412,203,186,243,156,195,216
20,11,18,15,55,15,957439,203,189,237,161,199,221
20,11,18,15,55,15,988066,203,193,239,158,202,230
20,11,18,15,55,16,9027,203,205,231,162,202,236
20,11,18,15,55,16,39562,203,205,231,162,202,236
20,11,18,15,55,16,89414,204,211,227,165,200,243
20,11,18,15,55,16,111360,202,218,222,173,196,255
20,11,18,15,55,16,146028,201,225,216,182,193,266
20,11,18,15,55,16,181373,198,242,207,197,191,278
20,11,18,15,55,16,216770,198,250,205,198,184,288
20,11,18,15,55,16,252423,198,250,205,198,184,289
20,11,18,15,55,16,282928,194,260,207,209,182,299
20,11,18,15,55,16,316423,189,279,206,223,182,309
20,11,18,15,55,16,344356,189,286,203,237,180,315
20,11,18,15,55,16,385247,187,295,199,259,176,325
20,11,18,15,55,16,424696,184,301,204,258,173,332
20,11,18,15,55,16,451923,184,301,204,258,173,332
20,11,18,15,55,16,477345,222,347,196,334,207,371
20,11,18,15,55,16,507360,221,351,194,368,217,330
20,11,18,15,55,16,550207,209,355,169,357,223,326
20,11,18,15,55,16,580167,190,355,224,331,153,348
20,11,18,15,55,16,611147,170,351,130,344,199,356
20,11,18,15,55,16,654929,170,351,130,344,199,356
20,11,18,15,55,16,681184,150,349,115,339,181,359
20,11,18,15,55,16,719480,136,345,176,359,109,339
20,11,18,15,55,16,749949,133,341,166,351,104,339
20,11,18,15,55,16,791713,131,339,170,349,102,339
20,11,18,15,55,16,819601,115,340,170,346,101,340
20,11,18,15,55,16,850889,115,340,170,346,101,340
20,11,18,15,55,16,891194,114,342,175,343,99,347
20,11,18,15,55,16,921736,115,342,174,343,99,347
